力学,相互作用,力,自然界的四种基本相互作用,,
力学,相互作用,重力,重力的概念、大小和方向,,
力学,相互作用,重力,重力的作用点：重心,,
力学,相互作用,弹力,弹力,弹性形变和塑性形变,
力学,相互作用,弹力,弹力,判断是否存在弹力,
力学,相互作用,弹力,弹力,判断弹力的方向,
力学,相互作用,弹力,弹力,通过力的平衡求解弹力,
力学,相互作用,弹力,胡克定律,,
力学,相互作用,弹力,实验：探究弹力和弹簧伸长量的关系,,
力学,相互作用,摩擦力,静摩擦力,,
力学,相互作用,摩擦力,滑动摩擦力,,
力学,相互作用,力的合成与分解,力的合成,,
力学,相互作用,力的合成与分解,力的分解,,
力学,相互作用,力的合成与分解,实验：验证力的平行四边形定则,,
力学,相互作用,共点力平衡,受力分析,分析物体受到几个力作用,
力学,相互作用,共点力平衡,受力分析,二力平衡,
力学,相互作用,共点力平衡,受力分析,直接合成法解决三力平衡问题,
力学,相互作用,共点力平衡,受力分析,整体法与隔离法结合处理物体平衡问题,
力学,相互作用,共点力平衡,受力分析,正交分解法解共点力平衡,
力学,相互作用,共点力平衡,受力分析,用三角形法则解决平衡问题,
力学,相互作用,共点力平衡,受力分析,用相似三角形解决平衡问题,
力学,相互作用,共点力平衡,受力分析,平衡问题的动态分析,
力学,相互作用,共点力平衡,受力分析,自锁问题,
力学,相互作用,共点力平衡,受力分析,刚体平衡条件及其应用,
力学,相互作用,共点力平衡,平衡问题中的几种常见的临界与极值,绳子无节点受力分析,
力学,相互作用,共点力平衡,平衡问题中的几种常见的临界与极值,绳子有节点受力分析,
力学,相互作用,共点力平衡,平衡问题中的几种常见的临界与极值,计算绳子承受最大拉力的问题,
力学,相互作用,共点力平衡,平衡问题中的几种常见的临界与极值,物体间发生相对滑动问题,
力学,相互作用,共点力平衡,平衡问题中的几种常见的临界与极值,斜面上物体受力平衡的问题,
力学,相互作用,共点力平衡,平衡问题中的几种常见的临界与极值,含有活动杆的共点力平衡问题,
力学,牛顿运动定律,牛顿第一定律,伽利略的理想斜面实验,,
力学,牛顿运动定律,牛顿第一定律,牛顿第一定律,,
力学,牛顿运动定律,牛顿第一定律,惯性与质量,,
力学,牛顿运动定律,牛顿第二定律,实验：探究加速度与力、质量的关系,,
力学,牛顿运动定律,牛顿第二定律,牛顿第二定律,牛顿第二定律的内容和表达式,
力学,牛顿运动定律,牛顿第二定律,牛顿第二定律,牛顿第二定律的简单应用,
力学,牛顿运动定律,牛顿第二定律,牛顿第二定律,牛顿第二定律的瞬时性,
力学,牛顿运动定律,牛顿第二定律,牛顿第二定律,牛顿第二定律的同向性,
力学,牛顿运动定律,牛顿第二定律,牛顿第二定律,利用牛顿第二定律分析动态过程,
力学,牛顿运动定律,牛顿第三定律,牛顿第三定律的理解与应用,,
力学,牛顿运动定律,牛顿第三定律,综合利用牛顿三定律解决问题,,
力学,牛顿运动定律,牛顿运动定律的应用,牛顿定律与直线运动,,
力学,牛顿运动定律,牛顿运动定律的应用,超重与失重,,
力学,牛顿运动定律,牛顿运动定律的应用,斜面模型,,
力学,牛顿运动定律,牛顿运动定律的应用,连接体模型,,
力学,牛顿运动定律,牛顿运动定律的应用,传送带模型,,
力学,牛顿运动定律,牛顿运动定律的应用,板块模型,,
力学,牛顿运动定律,物理实验基础,常用仪器的使用与读数,,
力学,牛顿运动定律,物理实验基础,误差和有效数字,,
力学,牛顿运动定律,力学单位制,基本单位,,
力学,牛顿运动定律,力学单位制,导出单位,,
力学,曲线运动,曲线运动,曲线运动的概念,曲线运动概念和性质,
力学,曲线运动,曲线运动,曲线运动的概念,曲线运动的轨迹和位移,
力学,曲线运动,曲线运动,曲线运动的概念,曲线运动瞬时速度的方向,
力学,曲线运动,曲线运动,曲线运动的条件,物体做曲线运动的条件,
力学,曲线运动,曲线运动,曲线运动的条件,通过受力判断曲线运动的速度变化,
力学,曲线运动,曲线运动,曲线运动的条件,通过物体运动轨迹判断物体受力方向,
力学,曲线运动,运动的合成与分解,研究合运动与分运动,,
力学,曲线运动,运动的合成与分解,运动的合成,,
力学,曲线运动,运动的合成与分解,小船渡河问题,过河时间最短问题,
力学,曲线运动,运动的合成与分解,小船渡河问题,船速大于水速时最短过河位移问题,
力学,曲线运动,运动的合成与分解,小船渡河问题,船速小于水速时最短过河位移问题,
力学,曲线运动,运动的合成与分解,小船渡河问题,小船过河模型在其他运动中的应用,
力学,曲线运动,运动的合成与分解,运动的分解,求分速度大小和方向,
力学,曲线运动,运动的合成与分解,运动的分解,杆连接物体运动的分析,
力学,曲线运动,运动的合成与分解,斜牵引运动,斜牵引运动中的受力分析,
力学,曲线运动,运动的合成与分解,斜牵引运动,斜牵引运动的运动分解,
力学,曲线运动,抛体运动,平抛运动的研究方法,,
力学,曲线运动,抛体运动,平抛运动的计算,平抛运动的水平位移与初始条件的关系,
力学,曲线运动,抛体运动,平抛运动的计算,平抛运动末速度的大小和方向,
力学,曲线运动,抛体运动,平抛运动的计算,平抛运动的位移,
力学,曲线运动,抛体运动,平抛运动的计算,平抛运动的变式,
力学,曲线运动,抛体运动,实验：研究平抛物体的运动,,
力学,曲线运动,抛体运动,用频闪相机研究平抛运动,,
力学,曲线运动,抛体运动,平抛运动的推论,速度偏转角与位移偏转角,
力学,曲线运动,抛体运动,平抛运动的推论,速度反向延长线的特点,
力学,曲线运动,抛体运动,平抛运动的推论,斜面上的平抛运动,
力学,曲线运动,抛体运动,平抛运动的推论,类平抛运动,
力学,曲线运动,抛体运动,斜抛运动,,
力学,曲线运动,圆周运动的描述,圆周运动的定义和描述,,
力学,曲线运动,圆周运动的描述,线速度,,
力学,曲线运动,圆周运动的描述,角速度与转速,,
力学,曲线运动,圆周运动的描述,线速度与角速度的关系,,
力学,曲线运动,圆周运动的描述,向心加速度,,
力学,曲线运动,圆周运动的描述,向心力,,
力学,曲线运动,生活中的圆周运动,竖直方向的圆周运动,绳球模型及其临界条件,
力学,曲线运动,生活中的圆周运动,竖直方向的圆周运动,杆球模型及其临界条件,
力学,曲线运动,生活中的圆周运动,竖直方向的圆周运动,物体在环形管道内的运动,
力学,曲线运动,生活中的圆周运动,竖直方向的圆周运动,拱桥和凹桥模型,
力学,曲线运动,生活中的圆周运动,竖直方向的圆周运动,航天器中的失重现象,
力学,曲线运动,生活中的圆周运动,水平方向的圆周运动,水平转盘上的物体,
力学,曲线运动,生活中的圆周运动,水平方向的圆周运动,圆锥摆问题,
力学,曲线运动,生活中的圆周运动,水平方向的圆周运动,汽车和自行车在水平面的转弯问题,
力学,曲线运动,生活中的圆周运动,水平方向的圆周运动,火车和飞机倾斜转弯模型,
力学,曲线运动,生活中的圆周运动,离心运动,,
力学,万有引力与航天,开普勒行星运动定律,地心说与日心说,,
力学,万有引力与航天,开普勒行星运动定律,开普勒第一定律,,
力学,万有引力与航天,开普勒行星运动定律,开普勒第二定律,,
力学,万有引力与航天,开普勒行星运动定律,开普勒第三定律,,
力学,万有引力与航天,万有引力定律,万有引力定律的发现,万有引力定律的内容、推导及适用范围,
力学,万有引力与航天,万有引力定律,万有引力定律的发现,万有引力常量的测定,
力学,万有引力与航天,万有引力定律,万有引力定律的发现,万有引力的计算,
力学,万有引力与航天,万有引力定律,万有引力理论的成就,预言彗星的回归发现未知天体,
力学,万有引力与航天,万有引力定律,万有引力理论的成就,根据已知量计算出天体的质量,
力学,万有引力与航天,万有引力定律,万有引力理论的成就,计算中心天体的质量和密度,
力学,万有引力与航天,万有引力定律,万有引力理论的成就,已知近地表运行周期求密度,
力学,万有引力与航天,万有引力定律,万有引力理论的成就,已知地月/卫系统常识可以求出的物理量,
力学,万有引力与航天,万有引力定律的应用,第一宇宙速度,,
力学,万有引力与航天,万有引力定律的应用,引力势能及其应用,,
力学,万有引力与航天,万有引力定律的应用,第二宇宙速度,,
力学,万有引力与航天,万有引力定律的应用,第三宇宙速度,,
力学,万有引力与航天,万有引力定律的应用,用万有引力定律解释重力加速度,不同纬度的重力加速度,
力学,万有引力与航天,万有引力定律的应用,用万有引力定律解释重力加速度,其他星球表面的重力加速度,
力学,万有引力与航天,万有引力定律的应用,同步卫星与近地卫星,同步卫星的运行中哪些量相同,
力学,万有引力与航天,万有引力定律的应用,同步卫星与近地卫星,地球同步卫星与其他卫星的对比,
力学,万有引力与航天,万有引力定律的应用,同步卫星与近地卫星,近地卫星与黄金代换,
力学,万有引力与航天,万有引力定律的应用,同步卫星与近地卫星,近地卫星与赤道上物体的比较,
力学,万有引力与航天,万有引力定律的应用,一般人造卫星,人造卫星的轨道特点,
力学,万有引力与航天,万有引力定律的应用,一般人造卫星,不同轨道上的卫星角速度和周期的变化,
力学,万有引力与航天,万有引力定律的应用,一般人造卫星,卫星的发射与变轨问题,
力学,万有引力与航天,万有引力定律的应用,一般人造卫星,行星引力对于飞行器的加速效应,
力学,万有引力与航天,万有引力定律的应用,一般人造卫星,不同轨道交点处的加速度、速度、向心力比较,
力学,万有引力与航天,万有引力定律的应用,双星（多星）问题,,
力学,万有引力与航天,经典力学的局限性,,,
力学,功和能,功,功的概念和计算,功的定义、计算式和物理意义,
力学,功和能,功,功的概念和计算,判断某个力是否做功，做何种功,
力学,功和能,功,几种常见力做功的特点,重力做功计算,
力学,功和能,功,几种常见力做功的特点,弹力（非弹簧）做功的计算,
力学,功和能,功,几种常见力做功的特点,弹簧弹力做功的计算,
力学,功和能,功,几种常见力做功的特点,摩擦力做功的计算,
力学,功和能,功,几种常见力做功的特点,力的方向与位移方向有夹角时的做功,
力学,功和能,功,几种常见力做功的特点,多个力做的总功,
力学,功和能,功,变力做功的常见解法,,
力学,功和能,功率,功率及其计算,功率的定义和物理意义,
力学,功和能,功率,功率及其计算,功率推导式：力×速度,
力学,功和能,功率,功率及其计算,平均功率与瞬时功率的计算,
力学,功和能,功率,机车启动,机械的额定功率和实际功率,
力学,功和能,功率,机车启动,机车的额定功率、阻力与最大速度,
力学,功和能,功率,机车启动,机车以额定功率启动的过程及v-t图像,
力学,功和能,功率,机车启动,机车以恒定加速度启动的过程及v-t图像,
力学,功和能,功率,机车启动,求解机车启动时变力做功问题,
力学,功和能,功率,机车启动,类比法解决起重机牵引物体的问题,
力学,功和能,动能与动能定理,动能,,
力学,功和能,动能与动能定理,动能定理,,
力学,功和能,动能与动能定理,动能定理的综合应用,应用动能定理求变力的功,
力学,功和能,动能与动能定理,动能定理的综合应用,应用动能定理解多段过程问题,
力学,功和能,动能与动能定理,动能定理的综合应用,利用动能定理求机车启动位移的问题,
力学,功和能,动能与动能定理,动能定理的综合应用,用动能定理解决物体在传送带运动问题,
力学,功和能,动能与动能定理,实验：探究功与物体速度变化的关系,,
力学,功和能,动能与动能定理,实验：探究动能定理,,
力学,功和能,动能与动能定理,用现代方法验证动能定理,,
力学,功和能,重力势能和弹性势能,重力势能,重力势能的定义和公式,
力学,功和能,重力势能和弹性势能,重力势能,零势能面对重力势能定义的影响,
力学,功和能,重力势能和弹性势能,重力势能,重力做功与重力势能的关系,
力学,功和能,重力势能和弹性势能,弹性势能,弹性势能的定义和影响因素,
力学,功和能,重力势能和弹性势能,弹性势能,弹性势能的表达式,
力学,功和能,重力势能和弹性势能,弹性势能,弹簧弹力做功与弹性势能的变化,
力学,功和能,机械能守恒定律,功能关系,功是能量转化的过程和量度,
力学,功和能,机械能守恒定律,功能关系,常见力做功与相应的能量转化,
力学,功和能,机械能守恒定律,机械能,机械能的组成,
力学,功和能,机械能守恒定律,机械能,计算物体的机械能,
力学,功和能,机械能守恒定律,机械能,动能和势能的相互转化,
力学,功和能,机械能守恒定律,机械能守恒定律及其条件,机械能守恒定律的表述及条件,
力学,功和能,机械能守恒定律,机械能守恒定律及其条件,判断系统机械能是否守恒,
力学,功和能,机械能守恒定律,机械能守恒定律及其条件,利用机械能守恒定律解决简单问题,
力学,功和能,机械能守恒定律,机械能守恒定律的应用,机械能与曲线运动结合问题,
力学,功和能,机械能守恒定律,机械能守恒定律的应用,铁链下滑问题,
力学,功和能,机械能守恒定律,机械能守恒定律的应用,用杆连接的系统机械能守恒问题,
力学,功和能,机械能守恒定律,机械能守恒定律的应用,用细绳连接的系统机械能守恒问题,
力学,功和能,机械能守恒定律,机械能守恒定律的应用,弹簧类问题机械能转化的问题,
力学,功和能,机械能守恒定律,实验：验证机械能守恒定律,,
力学,功和能,能量守恒定律,能量的分类和相互转化,,
力学,功和能,能量守恒定律,能量守恒定律的内容表述,,
力学,功和能,能量守恒定律,利用能量守恒解决实际问题,,
力学,功和能,能量守恒定律,能源的分类和利用、能量耗散,,
力学,动量,动量定理,冲量,,
力学,动量,动量定理,动量,,
力学,动量,动量定理,动量定理的表述及应用,动量定理的内容和表达式,
力学,动量,动量定理,动量定理的表述及应用,用动量定理解释缓冲现象,
力学,动量,动量定理,动量定理的表述及应用,利用动量定理求蹦极类的问题,
力学,动量,动量定理,动量定理的表述及应用,动量定理与v-t图象结合的问题,
力学,动量,动量定理,动量定理的表述及应用,用动量定理解决流体问题,
力学,动量,动量守恒定律,动量守恒定律的内容,碰撞中的不变量,
力学,动量,动量守恒定律,动量守恒定律的内容,动量守恒定律的内容、应用范围和推导,
力学,动量,动量守恒定律,动量守恒定律的内容,判断系统动量是否守恒,
力学,动量,动量守恒定律,动量守恒定律的内容,动量守恒定律成立的条件1：系统受到的合外力为零,
力学,动量,动量守恒定律,动量守恒定律的内容,动量守恒定律成立的条件2：系统内力远大于外力或作用时间极短,
力学,动量,动量守恒定律,动量守恒定律的内容,动量守恒定律成立的条件3：系统在某一方向不受外力,
力学,动量,动量守恒定律,实验：验证动量守恒定律,,
力学,动量,动量守恒定律,利用现代方法验证动量守恒定律,,
力学,动量,动量守恒定律的应用,碰撞,,
力学,动量,动量守恒定律的应用,完全弹性碰撞,,
力学,动量,动量守恒定律的应用,完全非弹性碰撞,,
力学,动量,动量守恒定律的应用,非完全弹性碰撞问题,,
力学,动量,动量守恒定律的应用,爆炸问题,,
力学,动量,动量守恒定律的应用,反冲问题,,
力学,动量,动量守恒定律的应用,动量守恒定律解决多过程问题,,
力学,机械振动与机械波,机械振动,简谐运动,简谐运动的定义和描述,
力学,机械振动与机械波,机械振动,简谐运动,简谐运动的弹簧振子模型,
力学,机械振动与机械波,机械振动,单摆,简谐运动的单摆模型,
力学,机械振动与机械波,机械振动,单摆,单摆的周期公式,
力学,机械振动与机械波,机械振动,单摆,实验：用单摆测定重力加速度,
力学,机械振动与机械波,机械振动,外力作用下的振动,阻尼振动,
力学,机械振动与机械波,机械振动,外力作用下的振动,受迫振动与共振,
力学,机械振动与机械波,机械振动,外力作用下的振动,机械振动与力学的综合问题,
力学,机械振动与机械波,机械波,机械波,波的形成和传播,产生机械波的条件、生活中的波动现象
力学,机械振动与机械波,机械波,机械波,波的形成和传播,通过绳波理解波产生的过程
力学,机械振动与机械波,机械波,机械波,波的形成和传播,横波和纵波
力学,机械振动与机械波,机械波,机械波,波的形成和传播,机械波中质点振动的特点
力学,机械振动与机械波,机械波,机械波,波的形成和传播,机械振动和机械波的关系
力学,机械振动与机械波,机械波,机械波,机械波的描述,描述机械波的物理量及决定因素
力学,机械振动与机械波,机械波,机械波,机械波的描述,波长、频率和波速的关系
力学,机械振动与机械波,机械波,机械波,机械波的描述,机械波相关物理量的计算
力学,机械振动与机械波,机械波,机械波,波的图象,波形图的物理意义及信息读取
力学,机械振动与机械波,机械波,机械波,波的图象,根据条件描绘某横波的波形曲线
力学,机械振动与机械波,机械波,机械波,波的图象,根据波的图象判断质点在某时刻的位移、速度和加速度方向
力学,机械振动与机械波,机械波,机械波,波的图象,判断波源初始振动的方向
力学,机械振动与机械波,机械波,机械波,波的图象,波形图中某质点的速度方向与传播方向的关系
力学,机械振动与机械波,机械波,机械波,波的图象,振动图像与波形图的结合
力学,机械振动与机械波,机械波,机械波,波的多解问题,求周期的多解问题
力学,机械振动与机械波,机械波,机械波,波的多解问题,求波长的多解问题
力学,机械振动与机械波,机械波,机械波,波的多解问题,求波速的多解问题
力学,机械振动与机械波,机械波,机械波,波的多解问题,传播方向的多解问题
力学,机械振动与机械波,机械波,波的干涉和衍射,波的衍射,
力学,机械振动与机械波,机械波,波的干涉和衍射,波的干涉,
力学,机械振动与机械波,机械波,多普勒效应,多普勒效应,
力学,机械振动与机械波,机械波,多普勒效应,超声波和次声波,
力学,机械振动与机械波,机械波,惠更斯原理,波面与波线,
力学,机械振动与机械波,机械波,惠更斯原理,惠更斯原理,
电磁学,静电场,电荷间的相互作用,电荷、元电荷,,
电磁学,静电场,电荷间的相互作用,物体带电的方式,,
电磁学,静电场,电荷间的相互作用,库仑定律,点电荷模型及库仑定律的适用范围,
电磁学,静电场,电荷间的相互作用,库仑定律,库仑定律表达式和简单计算,
电磁学,静电场,电荷间的相互作用,库仑定律,库伦的实验——静电力常量,
电磁学,静电场,电荷间的相互作用,库仑定律,计算不能当做点电荷的带电球之间的作用力,
电磁学,静电场,电荷间的相互作用,库仑定律,库仑定律与万有引力定律的类比,
电磁学,静电场,电荷间的相互作用,库仑定律,带电小球的平衡问题,
电磁学,静电场,电荷间的相互作用,库仑定律,静电力作用下的加速度问题,
电磁学,静电场,电荷间的相互作用,库仑定律,多个点电荷间库仑力合成,
电磁学,静电场,电荷间的相互作用,库仑力与力学综合类问题,,
电磁学,静电场,电场力的性质,电场的概念,,
电磁学,静电场,电场力的性质,电场强度,电场强度的定义式和单位,
电磁学,静电场,电场力的性质,电场强度,点电荷与均匀球体（球壳）周围的场强,
电磁学,静电场,电场力的性质,电场强度,割补法求电场强度,
电磁学,静电场,电场力的性质,电场强度,匀强电场,
电磁学,静电场,电场力的性质,电场强度,电场强度的叠加法则,
电磁学,静电场,电场力的性质,电场线,电场线定义及其性质,
电磁学,静电场,电场力的性质,电场线,匀强电场的电场线分布,
电磁学,静电场,电场力的性质,电场线,正负电荷的电场线分布,
电磁学,静电场,电场力的性质,电场线,根据电场线的疏密比较电场强弱,
电磁学,静电场,电场力的性质,电场线,异种等量点电荷电场线分布,
电磁学,静电场,电场力的性质,电场线,同种等量点电荷电场线分布,
电磁学,静电场,电场力的性质,电场线,等量异种电荷连线中垂线和连线上的电场强度分布图像,
电磁学,静电场,电场力的性质,电场线,等量同种电荷连线中垂线和连线上的电场强度分布图像,
电磁学,静电场,电场力的性质,电场线,不等量点电荷或多个点电荷周围的电场分布规律,
电磁学,静电场,电场能的性质,电势能,静电力做功的特点,
电磁学,静电场,电场能的性质,电势能,电势能的概念及其相对性,
电磁学,静电场,电场能的性质,电势能,带电粒子在电场中的电势能,
电磁学,静电场,电场能的性质,电势能,利用功能关系计算电场力做的功及电势能的变化,
电磁学,静电场,电场能的性质,电势,电势的概念、定义式、单位和物理意义,
电磁学,静电场,电场能的性质,电势,零电势的选取与电势高低的判断,
电磁学,静电场,电场能的性质,电势,电势变化与电场线分布的关系,
电磁学,静电场,电场能的性质,电势,带电体周围的电势分布,
电磁学,静电场,电场能的性质,电势,ψ-x图像的物理意义,
电磁学,静电场,电场能的性质,电势,等量同种电荷周围电势的分布,
电磁学,静电场,电场能的性质,电势,等量异种电荷周围电势的分布,
电磁学,静电场,电场能的性质,电势,等量同种电荷连线中垂线和连线上的电势分布图像,
电磁学,静电场,电场能的性质,电势,等量异种电荷连线中垂线和连线上的电势分布图像,
电磁学,静电场,电场能的性质,电势,不等量点电荷周围的电势分布,
电磁学,静电场,电场能的性质,电势,匀强电场中电势的计算,
电磁学,静电场,电场能的性质,电势,点电荷周围电势的表达式与多个电荷的叠加,
电磁学,静电场,电场能的性质,电势差,,
电磁学,静电场,电场能的性质,等势面,,
电磁学,静电场,电场能的性质,电势差与电场强度的关系,匀强电场中电势差与电场强度的关系,
电磁学,静电场,电场能的性质,电势差与电场强度的关系,计算匀强电场中两点的电势差,
电磁学,静电场,电场能的性质,电势差与电场强度的关系,电场强度与电势的关系,
电磁学,静电场,电场能的性质,电势差与电场强度的关系,判断非匀强电场中等距的两点电势差大小,
电磁学,静电场,静电现象,静电现象与静电平衡,,
电磁学,静电场,静电现象,静电屏蔽,,
电磁学,静电场,电容器,认识电容器,,
电磁学,静电场,电容器,描述电容器的物理量,,
电磁学,静电场,电容器,平行板电容器的电容,,
电磁学,静电场,电容器,电容器的动态分析,,
电磁学,静电场,电容器,电容器的充放电与储能,,
电磁学,静电场,带电粒子在电场中的运动,带电粒子（微粒）在匀强电场中的直线运动,带电粒子在匀强电场中的直线运动,
电磁学,静电场,带电粒子在电场中的运动,带电粒子（微粒）在匀强电场中的直线运动,带电粒子在周期性变化电场中的直线运动,
电磁学,静电场,带电粒子在电场中的运动,带电粒子在非匀强电场中的运动,带电粒子在点电荷电场中的运动,
电磁学,静电场,带电粒子在电场中的运动,带电粒子在非匀强电场中的运动,根据带电粒子的运动轨迹判断其运动、受力和能量转化情况,
电磁学,静电场,带电粒子在电场中的运动,带电粒子在非匀强电场中的运动,根据带电粒子的运动轨迹判断电场方向或等势面的电势高低,
电磁学,静电场,带电粒子在电场中的运动,带电微粒（计重力）在电场中的运动,带电物体（计重力）在匀强电场中的直线运动,
电磁学,静电场,带电粒子在电场中的运动,带电微粒（计重力）在电场中的运动,带电物体（计重力）在匀强电场中的圆周运动,
电磁学,静电场,带电粒子在电场中的运动,带电微粒（计重力）在电场中的运动,带电物体（计重力）在匀强电场中的一般运动,
电磁学,静电场,带电粒子在电场中的运动,带电粒子在匀强电场中的偏转,带电粒子在匀强电场中做抛体运动的相关计算,
电磁学,静电场,带电粒子在电场中的运动,带电粒子在匀强电场中的偏转,带电粒子离开匀强电场时方向的反向延长线经过极板中点,
电磁学,静电场,带电粒子在电场中的运动,带电粒子在匀强电场中的偏转,带电粒子穿越周期性变化的电场区域的条件（穿越时间远小于周期）,
电磁学,静电场,带电粒子在电场中的运动,示波管及其应用,,
电磁学,稳恒电流,电源和电流,电源与恒定电流,,
电磁学,稳恒电流,电源和电流,电动势,,
电磁学,稳恒电流,部分电路欧姆定律,欧姆定律,,
电磁学,稳恒电流,部分电路欧姆定律,滑动变阻器的接法,,
电磁学,稳恒电流,部分电路欧姆定律,实验：描绘小灯泡的伏安特性曲线,,
电磁学,稳恒电流,部分电路欧姆定律,电表改装,,
电磁学,稳恒电流,部分电路欧姆定律,实验：半偏法测量电表内阻,,
电磁学,稳恒电流,焦耳定律,电功和电功率,,
电磁学,稳恒电流,焦耳定律,焦耳定律,,
电磁学,稳恒电流,焦耳定律,非纯电阻电路,,
电磁学,稳恒电流,导体的电阻,电阻定律,,
电磁学,稳恒电流,导体的电阻,影响材料电阻率的因素,,
电磁学,稳恒电流,导体的电阻,实验：测量电阻丝的电阻率,,
电磁学,稳恒电流,导体的电阻,特殊方法测电阻,,
电磁学,稳恒电流,闭合电路的欧姆定律,电池组,,
电磁学,稳恒电流,闭合电路的欧姆定律,闭合电路的欧姆定律,闭合电路欧姆定律的内容和三个公式,
电磁学,稳恒电流,闭合电路的欧姆定律,闭合电路的欧姆定律,电源的U-I图像,
电磁学,稳恒电流,闭合电路的欧姆定律,闭合电路的欧姆定律,利用电源的U-I图像求解可变电阻的实际功率,
电磁学,稳恒电流,闭合电路的欧姆定律,闭合电路的欧姆定律,路端电压随负载的变化规律,
电磁学,稳恒电流,闭合电路的欧姆定律,闭合电路的欧姆定律,由闭合电路欧姆定律计算电源的电动势和内阻,
电磁学,稳恒电流,闭合电路的欧姆定律,闭合电路的欧姆定律,通过电源外特性曲线得到电动势和内阻,
电磁学,稳恒电流,闭合电路的欧姆定律,闭合电路的欧姆定律,计算电源的输出电压、总功率、输出功率、效率,
电磁学,稳恒电流,闭合电路的欧姆定律,闭合电路的欧姆定律,电源的最大输出功率及其条件,
